Haul ID,Line,Time,Depth,Skate,Species,Depredation
29abaadc-db28-4e54-80ea-784f9f93e09a,115,10:04:41 AM,0,4,9,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,116,10:04:44 AM,0,4,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,117,10:04:48 AM,0,4,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,118,10:04:51 AM,0,4,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,119,10:04:53 AM,0,4,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,120,10:04:55 AM,0,4,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,121,10:04:58 AM,0,4,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,122,10:05:01 AM,0,4,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,123,10:05:03 AM,0,4,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,124,10:05:05 AM,0,4,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,125,10:05:08 AM,0,4,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,126,10:05:11 AM,0,4,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,127,10:05:16 AM,577,5,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,128,10:05:27 AM,0,5,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,129,10:05:35 AM,0,5,9,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,130,10:05:37 AM,0,5,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,131,10:05:47 AM,0,5,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,132,10:05:50 AM,0,5,2,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,133,10:05:56 AM,0,5,2,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,134,10:06:01 AM,0,5,2,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,135,10:06:08 AM,0,5,2,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,136,10:06:10 AM,0,5,2,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,137,10:06:12 AM,0,5,2,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,138,10:06:14 AM,0,5,2,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,139,10:06:17 AM,0,5,2,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,140,10:06:19 AM,0,5,2,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,141,10:06:21 AM,0,5,2,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,142,10:06:24 AM,0,5,2,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,143,10:06:26 AM,0,5,2,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,144,10:06:29 AM,0,5,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,145,10:06:36 AM,0,5,9,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,146,10:06:42 AM,0,5,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,147,10:06:46 AM,0,5,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,148,10:06:48 AM,0,5,9,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,149,10:06:50 AM,0,5,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,150,10:06:52 AM,0,5,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,151,10:06:57 AM,0,5,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,152,10:07:00 AM,0,5,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,153,10:07:02 AM,0,5,5,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,154,10:07:04 AM,0,5,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,155,10:07:06 AM,0,5,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,156,10:07:08 AM,0,5,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,157,10:07:10 AM,0,5,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,158,10:07:13 AM,0,5,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,159,10:07:15 AM,0,6,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,160,10:07:28 AM,0,6,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,161,10:07:30 AM,0,6,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,162,10:07:33 AM,0,6,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,163,10:07:35 AM,0,6,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,164,10:07:38 AM,0,6,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,165,10:07:40 AM,0,6,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,166,10:07:43 AM,0,6,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,167,10:07:45 AM,0,6,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,168,10:07:47 AM,0,6,5,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,169,10:07:53 AM,0,6,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,170,10:07:58 AM,0,6,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,171,10:08:00 AM,0,6,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,172,10:08:02 AM,0,6,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,173,10:08:06 AM,0,6,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,174,10:08:09 AM,0,6,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,175,10:08:13 AM,0,6,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,176,10:08:15 AM,0,6,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,177,10:08:18 AM,0,6,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,178,10:08:20 AM,0,6,9,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,179,10:08:23 AM,0,6,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,180,10:08:27 AM,0,6,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,181,10:08:32 AM,0,6,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,182,10:08:36 AM,0,6,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,183,10:08:37 AM,0,6,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,184,10:08:40 AM,0,6,9,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,185,10:08:43 AM,0,6,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,186,10:08:44 AM,0,6,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,187,10:08:47 AM,0,6,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,188,10:08:50 AM,0,6,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,189,10:08:52 AM,0,6,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,190,10:08:58 AM,0,6,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,191,10:09:18 AM,0,7,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,192,10:09:31 AM,0,7,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,193,10:09:34 AM,0,7,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,194,10:09:39 AM,0,7,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,195,10:09:41 AM,0,7,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,196,10:09:47 AM,0,7,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,197,10:09:49 AM,0,7,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,198,10:09:55 AM,0,7,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,199,10:09:59 AM,0,7,5,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,200,10:10:01 AM,0,7,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,201,10:10:06 AM,0,7,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,202,10:10:09 AM,0,7,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,203,10:10:12 AM,0,7,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,204,10:10:14 AM,0,7,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,205,10:10:17 AM,0,7,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,206,10:10:20 AM,0,7,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,207,10:10:26 AM,0,7,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,208,10:10:28 AM,0,7,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,209,10:10:35 AM,0,7,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,210,10:10:36 AM,0,7,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,211,10:10:41 AM,0,7,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,212,10:10:48 AM,0,7,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,213,10:10:51 AM,0,7,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,214,10:10:54 AM,0,7,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,215,10:10:57 AM,0,7,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,216,10:11:00 AM,0,7,9,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,217,10:11:03 AM,0,7,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,218,10:11:07 AM,0,7,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,219,10:11:10 AM,0,7,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,220,10:11:21 AM,0,7,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,221,10:11:22 AM,0,7,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,222,10:11:25 AM,0,7,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,223,10:11:28 AM,0,8,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,224,10:11:42 AM,0,8,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,225,10:11:48 AM,0,8,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,226,10:11:51 AM,0,8,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,227,10:11:53 AM,0,8,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,228,10:11:56 AM,0,8,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,229,10:11:58 AM,0,8,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,230,10:12:15 AM,0,8,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,231,10:12:17 AM,0,8,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,232,10:12:21 AM,0,8,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,233,10:12:24 AM,0,8,9,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,234,10:12:26 AM,0,8,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,235,10:12:30 AM,0,8,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,236,10:12:35 AM,0,8,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,237,10:12:39 AM,0,8,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,238,10:12:42 AM,0,8,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,239,10:12:43 AM,0,8,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,240,10:12:48 AM,0,8,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,241,10:12:53 AM,0,8,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,242,10:12:56 AM,0,8,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,243,10:12:58 AM,0,8,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,244,10:13:01 AM,0,8,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,245,10:13:03 AM,0,8,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,246,10:13:05 AM,0,8,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,247,10:13:10 AM,0,8,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,248,10:13:17 AM,0,8,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,249,10:13:22 AM,0,8,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,250,10:13:24 AM,0,8,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,251,10:13:29 AM,0,8,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,252,10:13:31 AM,0,8,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,253,10:13:34 AM,0,8,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,254,10:13:36 AM,0,8,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,255,10:13:38 AM,0,8,9,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,256,10:13:41 AM,0,8,9,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,257,10:13:43 AM,0,9,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,258,10:13:55 AM,0,9,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,259,10:14:00 AM,0,9,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,260,10:14:04 AM,0,9,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,261,10:14:06 AM,0,9,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,262,10:14:08 AM,0,9,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,263,10:14:10 AM,0,9,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,264,10:14:15 AM,0,9,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,265,10:14:17 AM,0,9,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,266,10:14:20 AM,0,9,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,267,10:14:22 AM,0,9,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,268,10:14:25 AM,0,9,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,269,10:14:29 AM,0,9,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,270,10:14:32 AM,0,9,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,271,10:14:34 AM,0,9,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,272,10:14:36 AM,0,9,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,273,10:14:39 AM,0,9,9,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,274,10:14:41 AM,0,9,9,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,275,10:14:44 AM,0,9,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,276,10:14:46 AM,0,9,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,277,10:14:48 AM,0,9,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,278,10:14:50 AM,0,9,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,279,10:14:53 AM,0,9,9,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,280,10:14:55 AM,0,9,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,281,10:14:57 AM,0,9,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,282,10:15:00 AM,0,9,9,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,283,10:15:03 AM,0,9,9,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,284,10:15:05 AM,0,9,9,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,285,10:15:08 AM,0,9,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,286,10:15:12 AM,0,9,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,287,10:15:14 AM,0,9,9,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,288,10:15:19 AM,0,9,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,289,10:15:22 AM,0,9,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,290,10:15:24 AM,0,9,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,291,10:15:27 AM,0,9,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,292,10:15:29 AM,0,9,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,293,10:15:31 AM,0,9,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,294,10:15:33 AM,0,9,9,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,295,10:15:37 AM,577,10,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,296,10:15:49 AM,0,10,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,297,10:15:55 AM,0,10,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,298,10:15:57 AM,0,10,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,299,10:15:59 AM,0,10,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,300,10:16:04 AM,0,10,1,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,301,10:16:06 AM,0,10,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,302,10:16:09 AM,0,10,3,0,
29abaadc-db28-4e54-80ea-784f9f93e09a,303,10:16:18 AM,0,10,3,0,
