"","skate_id","station","gear","skate","n_sablefish","pot_size","gear2","haul","depth","interp_depth"
"45","Exp_Set1_97_55","Exp_Set1","HAL",55,24,NA,"Hook-and-line",97,500,505
"46","Exp_Set1_97_55","Exp_Set1","HAL",55,24,NA,"Hook-and-line",97,500,503.833333333333
"47","Exp_Set1_97_56","Exp_Set1","HAL",56,18,NA,"Hook-and-line",97,500,502.666666666667
"48","Exp_Set1_97_57","Exp_Set1","HAL",57,14,NA,"Hook-and-line",97,500,501.5
"49","Exp_Set1_97_58","Exp_Set1","HAL",58,19,NA,"Hook-and-line",97,500,500.333333333333
"50","Exp_Set1_97_62","Exp_Set1","HAL",62,13,NA,"Hook-and-line",97,500,500
"51","Exp_Set1_97_63","Exp_Set1","HAL",63,10,NA,"Hook-and-line",97,500,500.666666666667
"52","Exp_Set1_97_64","Exp_Set1","HAL",64,21,NA,"Hook-and-line",97,500,501.333333333333
"53","Exp_Set1_97_65","Exp_Set1","HAL",65,9,NA,"Hook-and-line",97,500,502
"54","Exp_Set1_97_45","Exp_Set1","HAL",45,20,NA,"Hook-and-line",97,525,549
"55","Exp_Set1_97_45","Exp_Set1","HAL",45,20,NA,"Hook-and-line",97,525,542.166666666667
"56","Exp_Set1_97_46","Exp_Set1","HAL",46,18,NA,"Hook-and-line",97,525,535.333333333333
"57","Exp_Set1_97_47","Exp_Set1","HAL",47,22,NA,"Hook-and-line",97,525,528.5
"58","Exp_Set1_97_43","Exp_Set1","HAL",43,25,NA,"Hook-and-line",97,550,570.333333333333
"59","Exp_Set1_97_44","Exp_Set1","HAL",44,19,NA,"Hook-and-line",97,550,559.666666666667
"60","Exp_Set1_97_14","Exp_Set1","HAL",14,19,NA,"Hook-and-line",97,575,598
"61","Exp_Set1_97_14","Exp_Set1","HAL",14,19,NA,"Hook-and-line",97,575,595.5
"62","Exp_Set1_97_15","Exp_Set1","HAL",15,22,NA,"Hook-and-line",97,575,593
"63","Exp_Set1_97_15","Exp_Set1","HAL",15,22,NA,"Hook-and-line",97,575,590
"64","Exp_Set1_97_16","Exp_Set1","HAL",16,13,NA,"Hook-and-line",97,575,587
"65","Exp_Set1_97_17","Exp_Set1","HAL",17,16,NA,"Hook-and-line",97,575,584
"66","Exp_Set1_97_18","Exp_Set1","HAL",18,14,NA,"Hook-and-line",97,575,581
"67","Exp_Set1_97_19","Exp_Set1","HAL",19,11,NA,"Hook-and-line",97,575,578
"68","Exp_Set1_97_20","Exp_Set1","HAL",20,14,NA,"Hook-and-line",97,575,575
"69","Exp_Set1_97_20","Exp_Set1","HAL",20,14,NA,"Hook-and-line",97,575,576.5
"70","Exp_Set1_97_21","Exp_Set1","HAL",21,7,NA,"Hook-and-line",97,575,578
"71","Exp_Set1_97_22","Exp_Set1","HAL",22,18,NA,"Hook-and-line",97,575,579.5
"72","Exp_Set1_97_23","Exp_Set1","HAL",23,21,NA,"Hook-and-line",97,575,581
"73","Exp_Set1_97_24","Exp_Set1","HAL",24,15,NA,"Hook-and-line",97,575,582.5
"74","Exp_Set1_97_25","Exp_Set1","HAL",25,14,NA,"Hook-and-line",97,575,584
"75","Exp_Set1_97_25","Exp_Set1","HAL",25,14,NA,"Hook-and-line",97,575,585.833333333333
"76","Exp_Set1_97_26","Exp_Set1","HAL",26,15,NA,"Hook-and-line",97,575,587.666666666667
"77","Exp_Set1_97_27","Exp_Set1","HAL",27,5,NA,"Hook-and-line",97,575,589.5
"78","Exp_Set1_97_28","Exp_Set1","HAL",28,8,NA,"Hook-and-line",97,575,591.333333333333
"79","Exp_Set1_97_29","Exp_Set1","HAL",29,16,NA,"Hook-and-line",97,575,593.166666666667
"80","Exp_Set1_97_30","Exp_Set1","HAL",30,19,NA,"Hook-and-line",97,575,595
"81","Exp_Set1_97_42","Exp_Set1","HAL",42,18,NA,"Hook-and-line",97,575,596.25
"82","Exp_Set1_97_43","Exp_Set1","HAL",43,25,NA,"Hook-and-line",97,575,581
"83","Exp_Set1_97_10","Exp_Set1","HAL",10,16,NA,"Hook-and-line",97,600,616
"84","Exp_Set1_97_10","Exp_Set1","HAL",10,16,NA,"Hook-and-line",97,600,612.4
"85","Exp_Set1_97_11","Exp_Set1","HAL",11,19,NA,"Hook-and-line",97,600,608.8
"86","Exp_Set1_97_12","Exp_Set1","HAL",12,26,NA,"Hook-and-line",97,600,605.2
"87","Exp_Set1_97_13","Exp_Set1","HAL",13,24,NA,"Hook-and-line",97,600,601.6
"88","Exp_Set1_97_30","Exp_Set1","HAL",30,19,NA,"Hook-and-line",97,600,600
"89","Exp_Set1_97_31","Exp_Set1","HAL",31,13,NA,"Hook-and-line",97,600,605
"90","Exp_Set1_97_32","Exp_Set1","HAL",32,21,NA,"Hook-and-line",97,600,610
"91","Exp_Set1_97_32","Exp_Set1","HAL",32,21,NA,"Hook-and-line",97,600,617
"92","Exp_Set1_97_33","Exp_Set1","HAL",33,16,NA,"Hook-and-line",97,600,624
"93","Exp_Set1_97_41","Exp_Set1","HAL",41,22,NA,"Hook-and-line",97,600,611.5
"94","Exp_Set1_97_8","Exp_Set1","HAL",8,25,NA,"Hook-and-line",97,600,624.666666666667
"95","Exp_Set1_97_9","Exp_Set1","HAL",9,16,NA,"Hook-and-line",97,600,620.333333333333
"96","Exp_Set1_97_1","Exp_Set1","HAL",1,14,NA,"Hook-and-line",97,625,646
"97","Exp_Set1_97_1","Exp_Set1","HAL",1,14,NA,"Hook-and-line",97,625,645.2
"98","Exp_Set1_97_2","Exp_Set1","HAL",2,9,NA,"Hook-and-line",97,625,644.4
"99","Exp_Set1_97_3","Exp_Set1","HAL",3,5,NA,"Hook-and-line",97,625,643.6
"100","Exp_Set1_97_34","Exp_Set1","HAL",34,18,NA,"Hook-and-line",97,625,631
"101","Exp_Set1_97_35","Exp_Set1","HAL",35,24,NA,"Hook-and-line",97,625,638
"102","Exp_Set1_97_35","Exp_Set1","HAL",35,24,NA,"Hook-and-line",97,625,638.666666666667
"103","Exp_Set1_97_36","Exp_Set1","HAL",36,17,NA,"Hook-and-line",97,625,639.333333333333
"104","Exp_Set1_97_37","Exp_Set1","HAL",37,26,NA,"Hook-and-line",97,625,640
"105","Exp_Set1_97_38","Exp_Set1","HAL",38,23,NA,"Hook-and-line",97,625,640.666666666667
"106","Exp_Set1_97_39","Exp_Set1","HAL",39,19,NA,"Hook-and-line",97,625,641.333333333333
"107","Exp_Set1_97_4","Exp_Set1","HAL",4,6,NA,"Hook-and-line",97,625,642.8
"108","Exp_Set1_97_40","Exp_Set1","HAL",40,19,NA,"Hook-and-line",97,625,642
"109","Exp_Set1_97_40","Exp_Set1","HAL",40,19,NA,"Hook-and-line",97,625,626.75
"110","Exp_Set1_97_5","Exp_Set1","HAL",5,15,NA,"Hook-and-line",97,625,642
"111","Exp_Set1_97_5","Exp_Set1","HAL",5,15,NA,"Hook-and-line",97,625,637.666666666667
"112","Exp_Set1_97_6","Exp_Set1","HAL",6,13,NA,"Hook-and-line",97,625,633.333333333333
"113","Exp_Set1_97_7","Exp_Set1","HAL",7,19,NA,"Hook-and-line",97,625,629
"114","Exp_Set1_98_102","Exp_Set1","POT",102,1,"Small","Small pots",98,375,398.666666666667
"115","Exp_Set1_98_103","Exp_Set1","POT",103,2,"Small","Small pots",98,375,396
"116","Exp_Set1_98_103","Exp_Set1","POT",103,2,"Small","Small pots",98,375,396.833333333333
"117","Exp_Set1_98_104","Exp_Set1","POT",104,0,"Small","Small pots",98,375,397.666666666667
"118","Exp_Set1_98_105","Exp_Set1","POT",105,1,"Small","Small pots",98,375,398.5
"119","Exp_Set1_98_106","Exp_Set1","POT",106,0,"Small","Small pots",98,375,399.333333333333
"120","Exp_Set1_98_100","Exp_Set1","POT",100,0,"Small","Small pots",98,400,404
"121","Exp_Set1_98_101","Exp_Set1","POT",101,0,"Small","Small pots",98,400,401.333333333333
"122","Exp_Set1_98_107","Exp_Set1","POT",107,2,"Small","Small pots",98,400,400.166666666667
"123","Exp_Set1_98_108","Exp_Set1","POT",108,1,"Small","Small pots",98,400,401
"124","Exp_Set1_98_108","Exp_Set1","POT",108,1,"Small","Small pots",98,400,404.333333333333
"125","Exp_Set1_98_109","Exp_Set1","POT",109,0,"Small","Small pots",98,400,407.666666666667
"126","Exp_Set1_98_110","Exp_Set1","POT",110,0,"Small","Small pots",98,400,411
"127","Exp_Set1_98_110","Exp_Set1","POT",110,0,"Small","Small pots",98,400,415.833333333333
"128","Exp_Set1_98_111","Exp_Set1","POT",111,1,"Small","Small pots",98,400,420.666666666667
"129","Exp_Set1_98_95","Exp_Set1","POT",95,2,"Large","Large pots",98,400,406
"130","Exp_Set1_98_95","Exp_Set1","POT",95,2,"Large","Large pots",98,400,405.666666666667
"131","Exp_Set1_98_96","Exp_Set1","POT",96,2,"Small","Small pots",98,400,405.333333333333
"132","Exp_Set1_98_97","Exp_Set1","POT",97,0,"Small","Small pots",98,400,405
"133","Exp_Set1_98_98","Exp_Set1","POT",98,0,"Small","Small pots",98,400,404.666666666667
"134","Exp_Set1_98_99","Exp_Set1","POT",99,1,"Small","Small pots",98,400,404.333333333333
"135","Exp_Set1_98_112","Exp_Set1","POT",112,1,"Small","Small pots",98,425,425.5
"136","Exp_Set1_98_113","Exp_Set1","POT",113,5,"Small","Small pots",98,425,430.333333333333
"137","Exp_Set1_98_114","Exp_Set1","POT",114,3,"Small","Small pots",98,425,435.166666666667
"138","Exp_Set1_98_115","Exp_Set1","POT",115,2,"Small","Small pots",98,425,440
"139","Exp_Set1_98_115","Exp_Set1","POT",115,2,"Small","Small pots",98,425,442
"140","Exp_Set1_98_116","Exp_Set1","POT",116,4,"Small","Small pots",98,425,444
"141","Exp_Set1_98_117","Exp_Set1","POT",117,0,"Small","Small pots",98,425,446
"142","Exp_Set1_98_118","Exp_Set1","POT",118,1,"Small","Small pots",98,425,448
"143","Exp_Set1_98_119","Exp_Set1","POT",119,0,"Small","Small pots",98,450,450
"144","Exp_Set1_98_120","Exp_Set1","POT",120,1,"Small","Small pots",98,450,452
"145","Exp_Set1_98_120","Exp_Set1","POT",120,1,"Small","Small pots",98,450,454.666666666667
"146","Exp_Set1_98_121","Exp_Set1","POT",121,3,"Small","Small pots",98,450,457.333333333333
"147","Exp_Set1_98_122","Exp_Set1","POT",122,2,"Small","Small pots",98,450,460
"148","Exp_Set1_98_123","Exp_Set1","POT",123,0,"Small","Small pots",98,450,462.666666666667
"149","Exp_Set1_98_124","Exp_Set1","POT",124,7,"Small","Small pots",98,450,465.333333333333
"150","Exp_Set1_98_125","Exp_Set1","POT",125,5,"Small","Small pots",98,450,468
"151","Exp_Set1_98_125","Exp_Set1","POT",125,5,"Small","Small pots",98,450,471
"152","Exp_Set1_98_126","Exp_Set1","POT",126,5,"Small","Small pots",98,450,474
"153","Exp_Set1_98_127","Exp_Set1","POT",127,0,"Small","Small pots",98,475,477
"154","Exp_Set1_98_128","Exp_Set1","POT",128,8,"Small","Small pots",98,475,480
"155","Exp_Set1_98_129","Exp_Set1","POT",129,10,"Small","Small pots",98,475,483
"156","Exp_Set1_98_130","Exp_Set1","POT",130,3,"Small","Small pots",98,475,486
"157","Exp_Set1_98_130","Exp_Set1","POT",130,3,"Small","Small pots",98,475,486.666666666667
"158","Exp_Set1_98_131","Exp_Set1","POT",131,6,"Small","Small pots",98,475,487.333333333333
"159","Exp_Set1_98_132","Exp_Set1","POT",132,10,"Small","Small pots",98,475,488
"160","Exp_Set1_98_133","Exp_Set1","POT",133,4,"Small","Small pots",98,475,488.666666666667
"161","Exp_Set1_98_134","Exp_Set1","POT",134,12,"Small","Small pots",98,475,489.333333333333
"162","Exp_Set1_98_135","Exp_Set1","POT",135,10,"Small","Small pots",98,475,490
"163","Exp_Set1_98_135","Exp_Set1","POT",135,10,"Small","Small pots",98,475,493
"164","Exp_Set1_98_136","Exp_Set1","POT",136,10,"Small","Small pots",98,475,496
"165","Exp_Set1_98_137","Exp_Set1","POT",137,12,"Small","Small pots",98,475,499
"166","Exp_Set1_98_138","Exp_Set1","POT",138,10,"Small","Small pots",98,500,502
"167","Exp_Set1_98_139","Exp_Set1","POT",139,7,"Small","Small pots",98,500,505
"168","Exp_Set1_98_140","Exp_Set1","POT",140,23,"Small","Small pots",98,500,508
"169","Exp_Set1_98_140","Exp_Set1","POT",140,23,"Small","Small pots",98,500,509.166666666667
"170","Exp_Set1_98_142","Exp_Set1","POT",142,12,"Small","Small pots",98,500,511.5
"171","Exp_Set1_98_143","Exp_Set1","POT",143,9,"Small","Small pots",98,500,512.666666666667
"172","Exp_Set1_98_144","Exp_Set1","POT",144,5,"Small","Small pots",98,500,513.833333333333
"173","Exp_Set1_98_145","Exp_Set1","POT",145,12,"Small","Small pots",98,500,515
"174","Exp_Set1_98_145","Exp_Set1","POT",145,12,"Small","Small pots",98,500,519
"175","Exp_Set1_98_146","Exp_Set1","POT",146,6,"Small","Small pots",98,500,523
"176","Exp_Set1_98_147","Exp_Set1","POT",147,10,"Small","Small pots",98,525,527
"177","Exp_Set1_98_148","Exp_Set1","POT",148,16,"Small","Small pots",98,525,531
"178","Exp_Set1_98_149","Exp_Set1","POT",149,2,"Small","Small pots",98,525,535
"179","Exp_Set1_98_150","Exp_Set1","POT",150,10,"Small","Small pots",98,525,539
"180","Exp_Set1_98_150","Exp_Set1","POT",150,10,"Small","Small pots",98,525,542.5
"181","Exp_Set1_98_151","Exp_Set1","POT",151,7,"Small","Small pots",98,525,546
"182","Exp_Set1_98_152","Exp_Set1","POT",152,6,"Small","Small pots",98,525,549.5
"183","Exp_Set1_98_153","Exp_Set1","POT",153,16,"Small","Small pots",98,550,553
"184","Exp_Set1_98_154","Exp_Set1","POT",154,12,"Small","Small pots",98,550,556.5
"185","Exp_Set1_98_155","Exp_Set1","POT",155,12,"Small","Small pots",98,550,560
"186","Exp_Set1_98_155","Exp_Set1","POT",155,12,"Small","Small pots",98,550,562.5
"187","Exp_Set1_98_156","Exp_Set1","POT",156,8,"Small","Small pots",98,550,565
"188","Exp_Set1_98_157","Exp_Set1","POT",157,11,"Small","Small pots",98,550,567.5
"189","Exp_Set1_98_158","Exp_Set1","POT",158,7,"Small","Small pots",98,550,570
"190","Exp_Set1_98_159","Exp_Set1","POT",159,8,"Small","Small pots",98,550,572.5
"191","Exp_Set1_98_160","Exp_Set1","POT",160,9,"Small","Small pots",98,575,575
"192","Exp_Set1_98_160","Exp_Set1","POT",160,9,"Small","Small pots",98,575,580.2
"193","Exp_Set1_98_161","Exp_Set1","POT",161,10,"Small","Small pots",98,575,585.4
"194","Exp_Set1_98_162","Exp_Set1","POT",162,9,"Small","Small pots",98,575,590.6
"195","Exp_Set1_98_163","Exp_Set1","POT",163,11,"Small","Small pots",98,575,595.8
"196","Exp_Set1_98_164","Exp_Set1","POT",164,6,"Small","Small pots",98,600,601
"197","Exp_Set1_98_164","Exp_Set1","POT",164,6,"Small","Small pots",98,600,605
"198","Exp_Set1_98_165","Exp_Set1","POT",165,7,"Small","Small pots",98,600,609
"199","Exp_Set1_98_165","Exp_Set1","POT",165,7,"Small","Small pots",98,600,615.5
"200","Exp_Set1_98_166","Exp_Set1","POT",166,10,"Small","Small pots",98,600,622
"201","Exp_Set1_98_167","Exp_Set1","POT",167,3,"Small","Small pots",98,625,628.5
"202","Exp_Set1_98_168","Exp_Set1","POT",168,8,"Small","Small pots",98,625,635
"203","Exp_Set1_98_169","Exp_Set1","POT",169,7,"Small","Small pots",98,625,641.5
"204","Exp_Set1_98_170","Exp_Set1","POT",170,6,"Small","Small pots",98,625,648
"205","Exp_Set1_98_170","Exp_Set1","POT",170,6,"Small","Small pots",98,625,645.333333333333
"206","Exp_Set1_98_171","Exp_Set1","POT",171,3,"Small","Small pots",98,625,642.666666666667
"207","Exp_Set1_98_172","Exp_Set1","POT",172,10,"Small","Small pots",98,625,640
"208","Exp_Set1_98_173","Exp_Set1","POT",173,5,"Large","Large pots",98,625,637.333333333333
"209","Exp_Set1_98_174","Exp_Set1","POT",174,6,"Large","Large pots",98,625,634.666666666667
"210","Exp_Set1_98_175","Exp_Set1","POT",175,2,"Large","Large pots",98,625,632
"211","Exp_Set1_98_175","Exp_Set1","POT",175,2,"Large","Large pots",98,625,630.666666666667
"212","Exp_Set1_98_176","Exp_Set1","POT",176,7,"Large","Large pots",98,625,629.333333333333
"213","Exp_Set1_98_177","Exp_Set1","POT",177,7,"Large","Large pots",98,625,628
"214","Exp_Set1_98_177","Exp_Set1","POT",177,7,"Large","Large pots",98,625,628
"215","Exp_Set2_105_1","Exp_Set2","HAL",1,18,NA,"Hook-and-line",105,575,585
"216","Exp_Set2_105_1","Exp_Set2","HAL",1,18,NA,"Hook-and-line",105,575,586.4
"217","Exp_Set2_105_2","Exp_Set2","HAL",2,3,NA,"Hook-and-line",105,575,587.8
"218","Exp_Set2_105_3","Exp_Set2","HAL",3,12,NA,"Hook-and-line",105,575,589.2
"219","Exp_Set2_105_4","Exp_Set2","HAL",4,16,NA,"Hook-and-line",105,575,590.6
"220","Exp_Set2_105_5","Exp_Set2","HAL",5,13,NA,"Hook-and-line",105,575,592
"221","Exp_Set2_105_5","Exp_Set2","HAL",5,13,NA,"Hook-and-line",105,575,593.5
"222","Exp_Set2_105_6","Exp_Set2","HAL",6,20,NA,"Hook-and-line",105,575,595
"223","Exp_Set2_105_7","Exp_Set2","HAL",7,17,NA,"Hook-and-line",105,575,596.5
"224","Exp_Set2_105_8","Exp_Set2","HAL",8,8,NA,"Hook-and-line",105,575,598
"225","Exp_Set2_105_9","Exp_Set2","HAL",9,18,NA,"Hook-and-line",105,575,599.5
"226","Exp_Set2_105_10","Exp_Set2","HAL",10,17,NA,"Hook-and-line",105,600,601
"227","Exp_Set2_105_10","Exp_Set2","HAL",10,17,NA,"Hook-and-line",105,600,602
"228","Exp_Set2_105_11","Exp_Set2","HAL",11,13,NA,"Hook-and-line",105,600,603
"229","Exp_Set2_105_12","Exp_Set2","HAL",12,13,NA,"Hook-and-line",105,600,604
"230","Exp_Set2_105_13","Exp_Set2","HAL",13,15,NA,"Hook-and-line",105,600,605
"231","Exp_Set2_105_14","Exp_Set2","HAL",14,10,NA,"Hook-and-line",105,600,606
"232","Exp_Set2_105_15","Exp_Set2","HAL",15,21,NA,"Hook-and-line",105,600,607
"233","Exp_Set2_105_15","Exp_Set2","HAL",15,21,NA,"Hook-and-line",105,600,608
"234","Exp_Set2_105_16","Exp_Set2","HAL",16,14,NA,"Hook-and-line",105,600,609
"235","Exp_Set2_105_17","Exp_Set2","HAL",17,17,NA,"Hook-and-line",105,600,610
"236","Exp_Set2_105_18","Exp_Set2","HAL",18,11,NA,"Hook-and-line",105,600,611
"237","Exp_Set2_105_19","Exp_Set2","HAL",19,21,NA,"Hook-and-line",105,600,612
"238","Exp_Set2_105_20","Exp_Set2","HAL",20,19,NA,"Hook-and-line",105,600,613
"239","Exp_Set2_105_20","Exp_Set2","HAL",20,19,NA,"Hook-and-line",105,600,614.666666666667
"240","Exp_Set2_105_21","Exp_Set2","HAL",21,17,NA,"Hook-and-line",105,600,616.333333333333
"241","Exp_Set2_105_22","Exp_Set2","HAL",22,24,NA,"Hook-and-line",105,600,618
"242","Exp_Set2_105_23","Exp_Set2","HAL",23,9,NA,"Hook-and-line",105,600,619.666666666667
"243","Exp_Set2_105_24","Exp_Set2","HAL",24,13,NA,"Hook-and-line",105,600,621.333333333333
"244","Exp_Set2_105_25","Exp_Set2","HAL",25,8,NA,"Hook-and-line",105,600,623
"245","Exp_Set2_105_25","Exp_Set2","HAL",25,8,NA,"Hook-and-line",105,600,622.666666666667
"246","Exp_Set2_105_26","Exp_Set2","HAL",26,16,NA,"Hook-and-line",105,600,622.333333333333
"247","Exp_Set2_105_27","Exp_Set2","HAL",27,20,NA,"Hook-and-line",105,600,622
"248","Exp_Set2_105_28","Exp_Set2","HAL",28,15,NA,"Hook-and-line",105,600,621.666666666667
"249","Exp_Set2_105_29","Exp_Set2","HAL",29,1,NA,"Hook-and-line",105,600,621.333333333333
"250","Exp_Set2_105_30","Exp_Set2","HAL",30,9,NA,"Hook-and-line",105,600,621
"251","Exp_Set2_105_30","Exp_Set2","HAL",30,9,NA,"Hook-and-line",105,600,621.5
"252","Exp_Set2_105_31","Exp_Set2","HAL",31,8,NA,"Hook-and-line",105,600,622
"253","Exp_Set2_105_32","Exp_Set2","HAL",32,11,NA,"Hook-and-line",105,600,622.5
"254","Exp_Set2_105_33","Exp_Set2","HAL",33,9,NA,"Hook-and-line",105,600,623
"255","Exp_Set2_105_34","Exp_Set2","HAL",34,18,NA,"Hook-and-line",105,600,623.5
"256","Exp_Set2_105_35","Exp_Set2","HAL",35,18,NA,"Hook-and-line",105,600,624
"257","Exp_Set2_105_35","Exp_Set2","HAL",35,18,NA,"Hook-and-line",105,600,624
"258","Exp_Set2_105_36","Exp_Set2","HAL",36,3,NA,"Hook-and-line",105,600,624
"259","Exp_Set2_105_36","Exp_Set2","HAL",36,3,NA,"Hook-and-line",105,600,624
"260","Exp_Set2_105_36","Exp_Set2","HAL",36,3,NA,"Hook-and-line",105,600,618
"261","Exp_Set2_105_37","Exp_Set2","HAL",37,11,NA,"Hook-and-line",105,600,618.4
"262","Exp_Set2_105_38","Exp_Set2","HAL",38,16,NA,"Hook-and-line",105,600,618.8
"263","Exp_Set2_105_39","Exp_Set2","HAL",39,18,NA,"Hook-and-line",105,600,619.2
"264","Exp_Set2_105_40","Exp_Set2","HAL",40,16,NA,"Hook-and-line",105,600,620
"265","Exp_Set2_105_40","Exp_Set2","HAL",40,16,NA,"Hook-and-line",105,600,619.6
"266","Exp_Set2_105_41","Exp_Set2","HAL",41,19,NA,"Hook-and-line",105,600,620.166666666667
"267","Exp_Set2_105_42","Exp_Set2","HAL",42,10,NA,"Hook-and-line",105,600,620.333333333333
"268","Exp_Set2_105_43","Exp_Set2","HAL",43,16,NA,"Hook-and-line",105,600,620.5
"269","Exp_Set2_105_44","Exp_Set2","HAL",44,19,NA,"Hook-and-line",105,600,620.666666666667
"270","Exp_Set2_105_45","Exp_Set2","HAL",45,14,NA,"Hook-and-line",105,600,621
"271","Exp_Set2_105_45","Exp_Set2","HAL",45,14,NA,"Hook-and-line",105,600,620.833333333333
"272","Exp_Set2_105_46","Exp_Set2","HAL",46,15,NA,"Hook-and-line",105,600,620.833333333333
"273","Exp_Set2_105_47","Exp_Set2","HAL",47,23,NA,"Hook-and-line",105,600,620.666666666667
"274","Exp_Set2_105_48","Exp_Set2","HAL",48,19,NA,"Hook-and-line",105,600,620.5
"275","Exp_Set2_105_49","Exp_Set2","HAL",49,22,NA,"Hook-and-line",105,600,620.333333333333
"276","Exp_Set2_105_50","Exp_Set2","HAL",50,12,NA,"Hook-and-line",105,600,620
"277","Exp_Set2_105_50","Exp_Set2","HAL",50,12,NA,"Hook-and-line",105,600,620.166666666667
"278","Exp_Set2_105_51","Exp_Set2","HAL",51,21,NA,"Hook-and-line",105,600,619.333333333333
"279","Exp_Set2_105_52","Exp_Set2","HAL",52,15,NA,"Hook-and-line",105,600,618.666666666667
"280","Exp_Set2_105_53","Exp_Set2","HAL",53,14,NA,"Hook-and-line",105,600,618
