year,date,gear,station,haul,skate_or_pot,depth,species,catch,depredation,pot_size,escape_ring,escape_ring_notes
2022,2022-07-28,Hooks,201,97,9,577,Sablefish,12,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,9,577,Shortspine Thornyhead,8,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,10,577,Baited Hook,11,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,10,577,Sablefish,20,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,10,577,Shortspine Thornyhead,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,11,577.2,Baited Hook,11,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,11,577.2,Sablefish,14,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,11,577.2,Shortspine Thornyhead,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,12,577.4,Baited Hook,19,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,12,577.4,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,12,577.4,Sablefish,13,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,12,577.4,Shortspine Thornyhead,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,13,577.6,Baited Hook,17,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,13,577.6,Sablefish,15,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,13,577.6,Shortspine Thornyhead,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,14,577.8,Baited Hook,10,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,14,577.8,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,14,577.8,Sablefish,19,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,14,577.8,Sea Whip,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,14,577.8,Shortspine Thornyhead,7,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,15,578,Baited Hook,11,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,15,578,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,15,578,Sablefish,16,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,15,578,Shortspine Thornyhead,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,16,579.6,Baited Hook,9,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,16,579.6,Giant Grenadier,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,16,579.6,Sablefish,19,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,16,579.6,Sea Whip,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,16,579.6,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,17,581.2,Baited Hook,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,17,581.2,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,17,581.2,Sablefish,20,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,17,581.2,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,18,582.8,Baited Hook,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,18,582.8,Sablefish,25,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,19,584.4,Sablefish,21,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,19,584.4,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,20,586,Baited Hook,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,20,586,Sablefish,20,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,21,586.8,Baited Hook,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,21,586.8,Giant Grenadier,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,21,586.8,Sablefish,21,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,21,586.8,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,22,587.6,Baited Hook,13,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,22,587.6,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,22,587.6,Sablefish,19,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,23,588.4,Baited Hook,9,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,23,588.4,Sablefish,23,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,23,588.4,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,24,589.2,Baited Hook,13,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,24,589.2,Sablefish,23,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,24,589.2,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,25,590,Baited Hook,12,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,25,590,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,25,590,Sablefish,18,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,25,590,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,26,590.8,Baited Hook,8,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,26,590.8,Sablefish,18,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,26,590.8,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,27,591.6,Sablefish,26,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,27,591.6,Shortspine Thornyhead,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,28,592.4,Baited Hook,4,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,28,592.4,Ineffective Hook,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,28,592.4,Sablefish,18,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,28,592.4,Sea Whip,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,28,592.4,Shortspine Thornyhead,4,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,29,593.2,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,29,593.2,Sablefish,20,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,29,593.2,Sea Whip,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,29,593.2,Shortspine Thornyhead,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,30,594,Baited Hook,4,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,30,594,Sablefish,19,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,31,596.3333333333334,Baited Hook,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,31,596.3333333333334,Ineffective Hook,13,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,31,596.3333333333334,Lips or Jaws - Whale Depredation,1,1,NA,NA,NA
2022,2022-07-28,Hooks,201,97,31,596.3333333333334,Sablefish,5,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,32,598.6666666666666,Baited Hook,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,32,598.6666666666666,Sablefish,27,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,32,598.6666666666666,Shortspine Thornyhead,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,33,601,Baited Hook,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,33,601,Giant Grenadier,6,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,33,601,Sablefish,24,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,33,601,Shortspine Thornyhead,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,34,603.5,Baited Hook,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,34,603.5,Giant Grenadier,7,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,34,603.5,Sablefish,22,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,34,603.5,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,35,606,Arrowtooth Flounder,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,35,606,Baited Hook,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,35,606,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,35,606,Sablefish,22,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,35,606,Shortspine Thornyhead,4,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,36,607.6,Baited Hook,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,36,607.6,Giant Grenadier,4,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,36,607.6,Sablefish,20,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,36,607.6,Shortspine Thornyhead,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,37,609.2,Baited Hook,7,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,37,609.2,Giant Grenadier,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,37,609.2,Sablefish,19,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,38,610.8,Baited Hook,12,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,38,610.8,Giant Grenadier,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,38,610.8,Sablefish,16,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,38,610.8,Shortspine Thornyhead,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,39,612.4,Baited Hook,12,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,39,612.4,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,39,612.4,Sablefish,18,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,39,612.4,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,40,614,Baited Hook,7,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,40,614,Ineffective Hook,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,40,614,Sablefish,13,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,40,614,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,41,614.8,Baited Hook,13,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,41,614.8,Sablefish,13,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,41,614.8,Shortspine Thornyhead,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,42,615.6,Baited Hook,20,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,42,615.6,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,42,615.6,Sablefish,15,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,42,615.6,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,43,616.4,Baited Hook,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,43,616.4,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,43,616.4,Sablefish,25,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,43,616.4,Shortspine Thornyhead,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,44,617.2,Baited Hook,10,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,44,617.2,Giant Grenadier,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,44,617.2,Sablefish,20,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,44,617.2,Shortspine Thornyhead,5,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,45,618,Baited Hook,6,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,45,618,Sablefish,22,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,45,618,Shortspine Thornyhead,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,46,618.6,Baited Hook,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,46,618.6,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,46,618.6,Sablefish,26,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,47,619.2,Baited Hook,4,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,47,619.2,Sablefish,30,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,47,619.2,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,48,619.8,Baited Hook,12,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,48,619.8,Sablefish,24,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,48,619.8,Shortspine Thornyhead,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,49,620.4,Baited Hook,4,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,49,620.4,Giant Grenadier,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,49,620.4,Sablefish,23,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,49,620.4,Shortspine Thornyhead,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,50,621,Baited Hook,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,50,621,Giant Grenadier,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,50,621,Sablefish,25,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,50,621,Shortspine Thornyhead,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,51,622.8,Baited Hook,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,51,622.8,Giant Grenadier,5,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,51,622.8,Sablefish,23,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,51,622.8,Shortspine Thornyhead,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,52,624.6,Baited Hook,11,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,52,624.6,Giant Grenadier,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,52,624.6,Sablefish,23,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,52,624.6,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,53,626.4,Baited Hook,12,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,53,626.4,Sablefish,17,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,53,626.4,Shortspine Thornyhead,6,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,54,628.2,Baited Hook,8,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,54,628.2,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,54,628.2,Sablefish,23,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,54,628.2,Shortspine Thornyhead,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,55,630,Baited Hook,20,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,55,630,Giant Grenadier,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,55,630,Sablefish,17,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,55,630,Shortspine Thornyhead,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,56,632,Baited Hook,18,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,56,632,Sablefish,17,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,56,632,Shortspine Thornyhead,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,57,634,Baited Hook,14,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,57,634,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,57,634,Sablefish,20,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,57,634,Shortspine Thornyhead,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,58,636,Baited Hook,17,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,58,636,Sablefish,12,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,59,638,Baited Hook,9,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,59,638,Sablefish,14,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,59,638,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,60,640,Baited Hook,13,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,60,640,Giant Grenadier,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,60,640,Sablefish,19,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,60,640,Shortspine Thornyhead,4,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,61,642,Baited Hook,5,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,61,642,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,61,642,Sablefish,21,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,62,644,Baited Hook,12,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,62,644,Ineffective Hook,5,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,62,644,Sablefish,12,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,63,646,Baited Hook,19,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,63,646,Sablefish,17,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,63,646,Shortspine Thornyhead,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,64,648,Baited Hook,20,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,64,648,Ineffective Hook,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,64,648,Sablefish,17,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,65,650,Baited Hook,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,65,650,Ineffective Hook,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,65,650,Sablefish,15,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,66,652,Baited Hook,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,66,652,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,66,652,Sablefish,23,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,66,652,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,67,654,Baited Hook,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,67,654,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,67,654,Sablefish,25,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,68,656,Baited Hook,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,68,656,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,68,656,Sablefish,21,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,68,656,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,69,658,Baited Hook,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,69,658,Giant Grenadier,4,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,69,658,Sablefish,22,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,69,658,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,70,660,Baited Hook,6,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,70,660,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,70,660,Sablefish,19,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,70,660,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,71,661.8,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,71,661.8,Sablefish,22,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,71,661.8,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,72,663.6,Baited Hook,6,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,72,663.6,Ineffective Hook,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,72,663.6,Sablefish,10,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,73,665.4,Baited Hook,9,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,73,665.4,Sablefish,18,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,74,667.2,Baited Hook,21,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,74,667.2,Sablefish,9,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,75,669,Baited Hook,19,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,75,669,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,75,669,Sablefish,16,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,75,669,Shortspine Thornyhead,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,76,670.2,Baited Hook,18,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,76,670.2,Giant Grenadier,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,76,670.2,Sablefish,16,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,76,670.2,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,77,671.4,Baited Hook,11,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,77,671.4,Sablefish,20,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,78,672.6,Baited Hook,17,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,78,672.6,Sablefish,16,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,79,673.8,Baited Hook,11,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,79,673.8,Sablefish,18,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,79,673.8,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,80,675,Baited Hook,11,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,80,675,Giant Grenadier,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,80,675,Ineffective Hook,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,80,675,Sablefish,14,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,81,676.2,Baited Hook,6,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,81,676.2,Giant Grenadier,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,81,676.2,Sablefish,19,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,81,676.2,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,82,677.4,Baited Hook,15,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,82,677.4,Sablefish,11,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,82,677.4,Shortspine Thornyhead,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,83,678.6,Baited Hook,14,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,83,678.6,Ineffective Hook,13,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,83,678.6,Sablefish,11,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,84,679.8,Baited Hook,10,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,84,679.8,Giant Grenadier,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,84,679.8,Ineffective Hook,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,84,679.8,Sablefish,17,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,84,679.8,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,85,681,Baited Hook,4,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,85,681,Giant Grenadier,5,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,85,681,Ineffective Hook,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,85,681,Sablefish,26,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,85,681,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,86,685,Baited Hook,17,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,86,685,Giant Grenadier,3,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,86,685,Sablefish,19,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,86,685,Shortspine Thornyhead,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,87,689,Baited Hook,10,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,87,689,Giant Grenadier,2,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,87,689,Ineffective Hook,1,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,87,689,Sablefish,17,0,NA,NA,NA
2022,2022-07-28,Hooks,201,97,87,689,Shortspine Thornyhead,1,0,NA,NA,NA
