Haul ID,Line,Stratum,Species,Length,Flag
8f44d6f0-656a-493c-b636-77c06ee21484,166,6,1,F074,0,
8f44d6f0-656a-493c-b636-77c06ee21484,167,6,1,F076,0,
8f44d6f0-656a-493c-b636-77c06ee21484,168,6,1,F069,0,
8f44d6f0-656a-493c-b636-77c06ee21484,169,6,1,M064,0,
8f44d6f0-656a-493c-b636-77c06ee21484,170,6,1,M064,0,
8f44d6f0-656a-493c-b636-77c06ee21484,171,6,1,M062,0,
8f44d6f0-656a-493c-b636-77c06ee21484,172,6,1,M067,0,
8f44d6f0-656a-493c-b636-77c06ee21484,173,6,1,M049,0,
8f44d6f0-656a-493c-b636-77c06ee21484,174,6,1,M058,0,
8f44d6f0-656a-493c-b636-77c06ee21484,175,6,1,M060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,176,6,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,177,6,1,F066,0,
8f44d6f0-656a-493c-b636-77c06ee21484,178,6,1,M062,0,
8f44d6f0-656a-493c-b636-77c06ee21484,179,6,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,180,6,1,F065,0,
8f44d6f0-656a-493c-b636-77c06ee21484,181,6,1,M057,0,
8f44d6f0-656a-493c-b636-77c06ee21484,182,6,1,F069,0,
8f44d6f0-656a-493c-b636-77c06ee21484,183,6,1,M047,0,
8f44d6f0-656a-493c-b636-77c06ee21484,184,6,1,M063,0,
8f44d6f0-656a-493c-b636-77c06ee21484,185,6,1,F059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,186,6,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,187,6,1,M068,0,
8f44d6f0-656a-493c-b636-77c06ee21484,188,6,1,M068,0,
8f44d6f0-656a-493c-b636-77c06ee21484,189,6,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,190,6,1,F058,0,
8f44d6f0-656a-493c-b636-77c06ee21484,191,6,1,F060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,192,6,1,F065,0,
8f44d6f0-656a-493c-b636-77c06ee21484,193,6,1,M064,0,
8f44d6f0-656a-493c-b636-77c06ee21484,194,6,1,F048,0,
8f44d6f0-656a-493c-b636-77c06ee21484,195,6,1,F045,0,
8f44d6f0-656a-493c-b636-77c06ee21484,196,6,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,197,6,1,M068,0,
8f44d6f0-656a-493c-b636-77c06ee21484,198,6,1,M072,0,
8f44d6f0-656a-493c-b636-77c06ee21484,199,6,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,200,6,1,F070,0,
8f44d6f0-656a-493c-b636-77c06ee21484,201,6,1,M062,0,
8f44d6f0-656a-493c-b636-77c06ee21484,202,6,1,M060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,203,6,1,F069,0,
8f44d6f0-656a-493c-b636-77c06ee21484,204,6,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,205,6,1,M066,0,
8f44d6f0-656a-493c-b636-77c06ee21484,206,6,1,M058,0,
8f44d6f0-656a-493c-b636-77c06ee21484,207,6,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,208,6,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,209,6,1,F071,0,
8f44d6f0-656a-493c-b636-77c06ee21484,210,6,1,M060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,211,6,1,M066,0,
8f44d6f0-656a-493c-b636-77c06ee21484,212,6,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,213,6,1,M063,0,
8f44d6f0-656a-493c-b636-77c06ee21484,214,6,1,M065,0,
8f44d6f0-656a-493c-b636-77c06ee21484,215,6,1,F042,0,
8f44d6f0-656a-493c-b636-77c06ee21484,216,6,1,M060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,217,6,1,M068,0,
8f44d6f0-656a-493c-b636-77c06ee21484,218,6,1,F067,0,
8f44d6f0-656a-493c-b636-77c06ee21484,219,6,1,F068,0,
8f44d6f0-656a-493c-b636-77c06ee21484,220,6,1,F068,0,
8f44d6f0-656a-493c-b636-77c06ee21484,221,6,1,F045,0,
8f44d6f0-656a-493c-b636-77c06ee21484,222,6,1,M060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,223,6,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,224,6,1,F060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,225,6,1,F061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,226,6,1,M053,0,
8f44d6f0-656a-493c-b636-77c06ee21484,227,6,1,M056,0,
8f44d6f0-656a-493c-b636-77c06ee21484,228,6,1,F070,0,
8f44d6f0-656a-493c-b636-77c06ee21484,229,6,1,M057,0,
8f44d6f0-656a-493c-b636-77c06ee21484,230,6,1,F077,0,
8f44d6f0-656a-493c-b636-77c06ee21484,231,6,1,M060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,232,6,1,M049,0,
8f44d6f0-656a-493c-b636-77c06ee21484,233,6,1,M054,0,
8f44d6f0-656a-493c-b636-77c06ee21484,234,6,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,235,6,1,M062,0,
8f44d6f0-656a-493c-b636-77c06ee21484,236,6,1,F060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,237,6,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,238,6,1,F069,0,
8f44d6f0-656a-493c-b636-77c06ee21484,239,6,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,240,5,1,F071,0,
8f44d6f0-656a-493c-b636-77c06ee21484,241,5,1,F080,0,
8f44d6f0-656a-493c-b636-77c06ee21484,242,5,1,F073,0,
8f44d6f0-656a-493c-b636-77c06ee21484,243,5,1,M063,0,
8f44d6f0-656a-493c-b636-77c06ee21484,244,5,1,M064,0,
8f44d6f0-656a-493c-b636-77c06ee21484,245,5,1,M062,0,
8f44d6f0-656a-493c-b636-77c06ee21484,246,5,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,247,5,1,M073,0,
8f44d6f0-656a-493c-b636-77c06ee21484,248,5,1,M060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,249,5,1,M057,0,
8f44d6f0-656a-493c-b636-77c06ee21484,250,5,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,251,5,1,F055,0,
8f44d6f0-656a-493c-b636-77c06ee21484,252,5,1,M060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,253,5,1,M048,0,
8f44d6f0-656a-493c-b636-77c06ee21484,254,5,1,F075,0,
8f44d6f0-656a-493c-b636-77c06ee21484,255,5,1,M060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,256,5,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,257,5,1,M057,0,
8f44d6f0-656a-493c-b636-77c06ee21484,258,5,1,M058,0,
8f44d6f0-656a-493c-b636-77c06ee21484,259,5,1,F063,0,
8f44d6f0-656a-493c-b636-77c06ee21484,260,5,1,M056,0,
8f44d6f0-656a-493c-b636-77c06ee21484,261,5,1,M057,0,
8f44d6f0-656a-493c-b636-77c06ee21484,262,5,1,M072,0,
8f44d6f0-656a-493c-b636-77c06ee21484,263,5,1,M054,0,
8f44d6f0-656a-493c-b636-77c06ee21484,264,5,1,M063,0,
8f44d6f0-656a-493c-b636-77c06ee21484,265,5,1,M062,0,
8f44d6f0-656a-493c-b636-77c06ee21484,266,5,1,F088,0,
8f44d6f0-656a-493c-b636-77c06ee21484,267,5,1,F070,0,
8f44d6f0-656a-493c-b636-77c06ee21484,268,5,1,F074,0,
8f44d6f0-656a-493c-b636-77c06ee21484,269,5,1,M065,0,
8f44d6f0-656a-493c-b636-77c06ee21484,270,5,1,M062,0,
8f44d6f0-656a-493c-b636-77c06ee21484,271,5,1,F067,0,
8f44d6f0-656a-493c-b636-77c06ee21484,272,5,1,M069,0,
8f44d6f0-656a-493c-b636-77c06ee21484,273,5,1,M060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,274,5,1,F064,0,
8f44d6f0-656a-493c-b636-77c06ee21484,275,5,1,F076,0,
8f44d6f0-656a-493c-b636-77c06ee21484,276,5,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,277,5,1,F056,0,
8f44d6f0-656a-493c-b636-77c06ee21484,278,5,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,279,5,1,M067,0,
8f44d6f0-656a-493c-b636-77c06ee21484,280,5,1,M064,0,
8f44d6f0-656a-493c-b636-77c06ee21484,281,5,1,M056,0,
8f44d6f0-656a-493c-b636-77c06ee21484,282,5,1,F060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,283,5,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,284,5,1,M058,0,
8f44d6f0-656a-493c-b636-77c06ee21484,285,5,1,M066,0,
8f44d6f0-656a-493c-b636-77c06ee21484,286,5,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,287,5,1,M060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,288,5,1,M068,0,
8f44d6f0-656a-493c-b636-77c06ee21484,289,5,1,M053,0,
8f44d6f0-656a-493c-b636-77c06ee21484,290,5,1,M058,0,
8f44d6f0-656a-493c-b636-77c06ee21484,291,5,3,F023,0,
8f44d6f0-656a-493c-b636-77c06ee21484,292,5,1,M065,0,
8f44d6f0-656a-493c-b636-77c06ee21484,293,5,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,294,5,1,F046,0,
8f44d6f0-656a-493c-b636-77c06ee21484,295,5,1,M054,0,
8f44d6f0-656a-493c-b636-77c06ee21484,296,5,1,M057,0,
8f44d6f0-656a-493c-b636-77c06ee21484,297,5,1,F067,0,
8f44d6f0-656a-493c-b636-77c06ee21484,298,5,1,M058,0,
8f44d6f0-656a-493c-b636-77c06ee21484,299,5,1,M069,0,
8f44d6f0-656a-493c-b636-77c06ee21484,300,5,1,M064,0,
8f44d6f0-656a-493c-b636-77c06ee21484,301,5,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,302,5,1,M054,0,
8f44d6f0-656a-493c-b636-77c06ee21484,303,5,1,F071,0,
8f44d6f0-656a-493c-b636-77c06ee21484,304,5,1,F063,0,
8f44d6f0-656a-493c-b636-77c06ee21484,305,5,1,F051,0,
8f44d6f0-656a-493c-b636-77c06ee21484,306,5,1,F083,0,
8f44d6f0-656a-493c-b636-77c06ee21484,307,5,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,308,5,1,M058,0,
8f44d6f0-656a-493c-b636-77c06ee21484,309,5,1,M057,0,
8f44d6f0-656a-493c-b636-77c06ee21484,310,5,1,M067,0,
8f44d6f0-656a-493c-b636-77c06ee21484,311,5,1,M058,0,
8f44d6f0-656a-493c-b636-77c06ee21484,312,5,1,M063,0,
8f44d6f0-656a-493c-b636-77c06ee21484,313,5,1,M045,0,
8f44d6f0-656a-493c-b636-77c06ee21484,314,5,1,F056,0,
8f44d6f0-656a-493c-b636-77c06ee21484,315,5,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,316,5,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,317,5,1,M056,0,
8f44d6f0-656a-493c-b636-77c06ee21484,318,5,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,319,5,1,M066,0,
8f44d6f0-656a-493c-b636-77c06ee21484,320,5,1,F069,0,
8f44d6f0-656a-493c-b636-77c06ee21484,321,5,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,322,5,1,M045,0,
8f44d6f0-656a-493c-b636-77c06ee21484,323,5,1,F065,0,
8f44d6f0-656a-493c-b636-77c06ee21484,324,5,1,M060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,325,5,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,326,5,1,M062,0,
8f44d6f0-656a-493c-b636-77c06ee21484,327,5,1,F053,0,
8f44d6f0-656a-493c-b636-77c06ee21484,328,5,1,M063,0,
8f44d6f0-656a-493c-b636-77c06ee21484,329,5,1,M042,0,
8f44d6f0-656a-493c-b636-77c06ee21484,330,5,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,331,5,1,M056,0,
8f44d6f0-656a-493c-b636-77c06ee21484,332,5,1,M062,0,
8f44d6f0-656a-493c-b636-77c06ee21484,333,5,1,F069,0,
8f44d6f0-656a-493c-b636-77c06ee21484,334,5,1,M060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,335,5,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,336,5,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,337,5,1,F072,0,
8f44d6f0-656a-493c-b636-77c06ee21484,338,5,1,F065,0,
8f44d6f0-656a-493c-b636-77c06ee21484,339,5,1,F071,0,
8f44d6f0-656a-493c-b636-77c06ee21484,340,5,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,341,5,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,342,5,1,M054,0,
8f44d6f0-656a-493c-b636-77c06ee21484,343,5,1,F072,0,
8f44d6f0-656a-493c-b636-77c06ee21484,344,5,1,M060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,345,5,1,F060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,346,5,1,M066,0,
8f44d6f0-656a-493c-b636-77c06ee21484,347,5,1,M066,0,
8f44d6f0-656a-493c-b636-77c06ee21484,348,5,1,M054,0,
8f44d6f0-656a-493c-b636-77c06ee21484,349,5,1,M062,0,
8f44d6f0-656a-493c-b636-77c06ee21484,350,5,1,M055,0,
8f44d6f0-656a-493c-b636-77c06ee21484,351,5,1,M060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,352,5,1,M052,0,
8f44d6f0-656a-493c-b636-77c06ee21484,353,5,1,F068,0,
8f44d6f0-656a-493c-b636-77c06ee21484,354,5,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,355,5,1,M043,0,
8f44d6f0-656a-493c-b636-77c06ee21484,356,5,1,M053,0,
8f44d6f0-656a-493c-b636-77c06ee21484,357,5,1,M049,0,
8f44d6f0-656a-493c-b636-77c06ee21484,358,5,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,359,5,1,M061,0,
8f44d6f0-656a-493c-b636-77c06ee21484,360,5,1,F059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,361,5,1,F066,0,
8f44d6f0-656a-493c-b636-77c06ee21484,362,5,1,M062,0,
8f44d6f0-656a-493c-b636-77c06ee21484,363,5,1,M053,0,
8f44d6f0-656a-493c-b636-77c06ee21484,364,5,1,M057,0,
8f44d6f0-656a-493c-b636-77c06ee21484,365,5,1,F077,0,
8f44d6f0-656a-493c-b636-77c06ee21484,366,5,1,F063,0,
8f44d6f0-656a-493c-b636-77c06ee21484,367,5,1,F072,0,
8f44d6f0-656a-493c-b636-77c06ee21484,368,5,1,M060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,369,5,1,M062,0,
8f44d6f0-656a-493c-b636-77c06ee21484,370,5,1,F059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,371,5,1,M052,0,
8f44d6f0-656a-493c-b636-77c06ee21484,372,5,1,M057,0,
8f44d6f0-656a-493c-b636-77c06ee21484,373,5,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,374,5,1,M063,0,
8f44d6f0-656a-493c-b636-77c06ee21484,375,5,1,M060,0,
8f44d6f0-656a-493c-b636-77c06ee21484,376,5,1,M059,0,
8f44d6f0-656a-493c-b636-77c06ee21484,377,5,1,F072,0,
